#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
PDENDC454_03999	1196323.ALKF01000205_gene4114	0.0	4820.0	COG1020@1|root,COG3321@1|root,COG1020@2|Bacteria,COG3321@2|Bacteria,1TPTH@1239|Firmicutes,4HAHU@91061|Bacilli,26Q93@186822|Paenibacillaceae	91061|Bacilli	Q	Non-ribosomal peptide synthetase modules and related proteins	-	-	-	-	-	-	-	-	-	-	-	-	AMP-binding,AMP-binding_C,Acyl_transf_1,Condensation,KAsynt_C_assoc,KR,Ketoacyl-synt_C,PP-binding,ketoacyl-synt
PDENDC454_04004	1196323.ALKF01000205_gene4115	0.0	1385.0	COG1020@1|root,COG1020@2|Bacteria,1TPTH@1239|Firmicutes,4HAHU@91061|Bacilli,271IY@186822|Paenibacillaceae	91061|Bacilli	Q	Condensation domain	srfAA	-	-	ko:K15654,ko:K15655,ko:K16119	ko01054,ko02024,map01054,map02024	-	-	-	ko00000,ko00001,ko01008	-	-	-	AMP-binding,AMP-binding_C,Condensation,PP-binding
PDENDC454_04009	1196323.ALKF01000205_gene4116	0.0	2429.0	COG3321@1|root,COG3321@2|Bacteria,1VU8Z@1239|Firmicutes,4HFCI@91061|Bacilli,2771J@186822|Paenibacillaceae	91061|Bacilli	Q	Polyketide synthase modules and related proteins	-	-	-	-	-	-	-	-	-	-	-	-	Acyl_transf_1,KAsynt_C_assoc,KR,Ketoacyl-synt_C,PP-binding,ketoacyl-synt
PDENDC454_04014	1196323.ALKF01000205_gene4117	0.0	4202.0	COG3321@1|root,COG3321@2|Bacteria,1VU8Z@1239|Firmicutes,4HFCI@91061|Bacilli,2771J@186822|Paenibacillaceae	91061|Bacilli	Q	Polyketide synthase modules and related proteins	-	-	-	-	-	-	-	-	-	-	-	-	Acyl_transf_1,KAsynt_C_assoc,KR,Ketoacyl-synt_C,PP-binding,ketoacyl-synt
PDENDC454_04019	1196323.ALKF01000205_gene4118	0.0	3599.0	COG3321@1|root,COG3321@2|Bacteria,1VU8Z@1239|Firmicutes	1239|Firmicutes	Q	synthase	-	-	-	-	-	-	-	-	-	-	-	-	Acyl_transf_1,Condensation,KAsynt_C_assoc,KR,Ketoacyl-synt_C,PP-binding,ketoacyl-synt
PDENDC454_04024	1196323.ALKF01000205_gene4119	6.51e-253	697.0	COG1568@1|root,COG1568@2|Bacteria,1UZNH@1239|Firmicutes,4HF17@91061|Bacilli,26UD7@186822|Paenibacillaceae	91061|Bacilli	S	Protein of unknown function DUF43	-	-	-	-	-	-	-	-	-	-	-	-	DUF43
PDENDC454_04029	1196323.ALKF01000205_gene4120	9.71e-87	257.0	COG1247@1|root,COG1247@2|Bacteria,1V8S6@1239|Firmicutes,4I7Z9@91061|Bacilli,26YAA@186822|Paenibacillaceae	91061|Bacilli	M	Acetyltransferase (GNAT) family	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_1
PDENDC454_04034	1196323.ALKF01000205_gene4121	3.71e-188	529.0	COG3882@1|root,COG3882@2|Bacteria,1V35S@1239|Firmicutes,4IQDK@91061|Bacilli,276BD@186822|Paenibacillaceae	91061|Bacilli	Q	phosphopantetheine binding	-	-	-	-	-	-	-	-	-	-	-	-	-
PDENDC454_04039	1196323.ALKF01000205_gene4122	3.53e-39	131.0	29KUJ@1|root,307S1@2|Bacteria,1U249@1239|Firmicutes,4IBMU@91061|Bacilli,270V0@186822|Paenibacillaceae	91061|Bacilli	Q	Phosphopantetheine attachment site	-	-	-	-	-	-	-	-	-	-	-	-	PP-binding
PDENDC454_04044	1196323.ALKF01000205_gene4123	0.0	1332.0	COG3391@1|root,COG3391@2|Bacteria	2|Bacteria	CO	amine dehydrogenase activity	-	-	3.5.1.56	ko:K03418	ko00630,map00630	-	R02509	RC00111,RC00731	ko00000,ko00001,ko01000	-	-	-	DUF4912,Laminin_G_3,PBP_like_2
PDENDC454_04049	1196323.ALKF01000205_gene4124	7.93e-235	655.0	COG1785@1|root,COG1785@2|Bacteria,1TQCI@1239|Firmicutes,4HA27@91061|Bacilli,26S8G@186822|Paenibacillaceae	91061|Bacilli	P	Belongs to the alkaline phosphatase family	phoA	-	3.1.3.1	ko:K01077	ko00730,ko00790,ko01100,ko02020,map00730,map00790,map01100,map02020	M00126	R02135,R04620	RC00017	ko00000,ko00001,ko00002,ko00537,ko01000,ko04147	-	-	-	Alk_phosphatase,Cu_amine_oxidN1
PDENDC454_04054	1196323.ALKF01000205_gene4125	2.04e-237	659.0	COG1017@1|root,COG1018@1|root,COG1017@2|Bacteria,COG1018@2|Bacteria,1TRG2@1239|Firmicutes,4HAU3@91061|Bacilli,26TT7@186822|Paenibacillaceae	91061|Bacilli	C	Is involved in NO detoxification in an aerobic process, termed nitric oxide dioxygenase (NOD) reaction that utilizes O(2) and NAD(P)H to convert NO to nitrate, which protects the bacterium from various noxious nitrogen compounds. Therefore, plays a central role in the inducible response to nitrosative stress	hmp	GO:0000041,GO:0000166,GO:0001505,GO:0003674,GO:0003824,GO:0004155,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0006826,GO:0006950,GO:0008144,GO:0008150,GO:0008152,GO:0008941,GO:0009056,GO:0009987,GO:0015669,GO:0015671,GO:0015893,GO:0016491,GO:0016645,GO:0016646,GO:0016705,GO:0016708,GO:0017144,GO:0019825,GO:0030001,GO:0033554,GO:0034641,GO:0036094,GO:0042133,GO:0042135,GO:0042221,GO:0042493,GO:0042737,GO:0043167,GO:0043168,GO:0044237,GO:0044248,GO:0044270,GO:0044464,GO:0046209,GO:0046210,GO:0048037,GO:0050660,GO:0050662,GO:0050896,GO:0051179,GO:0051213,GO:0051234,GO:0051409,GO:0051716,GO:0055114,GO:0065007,GO:0065008,GO:0071500,GO:0071949,GO:0072593,GO:0097159,GO:1901265,GO:1901363,GO:2001057	1.14.12.17,1.18.1.3	ko:K05916,ko:K15765	ko00623,ko00920,ko01100,ko01120,ko01220,ko05132,map00623,map00920,map01100,map01120,map01220,map05132	M00538	R02550,R03562,R05666,R09513	RC00269,RC00490,RC02556	ko00000,ko00001,ko00002,ko01000	-	-	-	FAD_binding_6,Globin,NAD_binding_1
PDENDC454_04059	1196323.ALKF01000205_gene4126	2.58e-112	325.0	COG1284@1|root,COG1284@2|Bacteria,1V2BR@1239|Firmicutes,4HPV1@91061|Bacilli,26U78@186822|Paenibacillaceae	91061|Bacilli	S	Uncharacterised 5xTM membrane BCR, YitT family COG1284	yitT5	-	-	-	-	-	-	-	-	-	-	-	YitT_membrane
PDENDC454_04064	1196323.ALKF01000205_gene4128	2.1e-114	336.0	2FBFP@1|root,343M4@2|Bacteria,1VZF6@1239|Firmicutes,4HY50@91061|Bacilli,26ZK0@186822|Paenibacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PDENDC454_04069	1196323.ALKF01000205_gene4129	5.44e-30	107.0	2DNS1@1|root,32YVX@2|Bacteria,1VEGC@1239|Firmicutes,4HPC6@91061|Bacilli,277M6@186822|Paenibacillaceae	91061|Bacilli	S	Protein of unknown function (DUF2905)	yrzS	-	-	-	-	-	-	-	-	-	-	-	DUF2905
PDENDC454_04074	1196323.ALKF01000205_gene4131	1e-30	110.0	29KCN@1|root,3079X@2|Bacteria,1U1B0@1239|Firmicutes,4IATA@91061|Bacilli,27354@186822|Paenibacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PDENDC454_04079	1196323.ALKF01000151_gene1384	2.19e-64	197.0	COG1376@1|root,COG1376@2|Bacteria,1V9XU@1239|Firmicutes,4HKDD@91061|Bacilli,26Y7D@186822|Paenibacillaceae	91061|Bacilli	S	ErfK YbiS YcfS YnhG family protein	ykuD	-	-	-	-	-	-	-	-	-	-	-	LysM,YkuD
PDENDC454_04084	1117108.PAALTS15_10409	4.72e-28	112.0	2DK1A@1|root,3084T@2|Bacteria,1U2U0@1239|Firmicutes,4ICGS@91061|Bacilli,273B3@186822|Paenibacillaceae	91061|Bacilli	S	Uncharacterised lipoprotein family	-	-	-	-	-	-	-	-	-	-	-	-	Lipoprotein_22
PDENDC454_04089	1196323.ALKF01000175_gene151	4.37e-108	316.0	COG3409@1|root,COG3773@1|root,COG3409@2|Bacteria,COG3773@2|Bacteria,1TRFW@1239|Firmicutes,4HHNM@91061|Bacilli,26VAM@186822|Paenibacillaceae	91061|Bacilli	M	Cell Wall Hydrolase	sleB3	-	3.5.1.28	ko:K01449	-	-	R04112	RC00064,RC00141	ko00000,ko01000	-	-	-	Hydrolase_2,PG_binding_1
PDENDC454_04094	1121346.KB899815_gene1913	1.95e-184	518.0	COG4189@1|root,COG4189@2|Bacteria,1TPGD@1239|Firmicutes,4HE52@91061|Bacilli,26T8U@186822|Paenibacillaceae	91061|Bacilli	K	ArsR family transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	HTH_20,HTH_24,HTH_5
PDENDC454_04114	1382358.JHVN01000003_gene2768	0.0	923.0	COG3250@1|root,COG3250@2|Bacteria,1UX7A@1239|Firmicutes,4I2IT@91061|Bacilli,21XB6@150247|Anoxybacillus	91061|Bacilli	G	Glycosyl hydrolases family 2, sugar binding domain	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_hydro_2,Glyco_hydro_2_C,Glyco_hydro_2_N
PDENDC454_04119	1121346.KB899815_gene1907	2.94e-198	552.0	COG3507@1|root,COG3507@2|Bacteria,1UYIB@1239|Firmicutes,4HBKS@91061|Bacilli,26VC3@186822|Paenibacillaceae	91061|Bacilli	G	Belongs to the glycosyl hydrolase 43 family	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_hydro_43
PDENDC454_04124	1122925.KB895377_gene1012	7.1e-05	41.6	2BM6G@1|root,32FQ4@2|Bacteria,1TZXG@1239|Firmicutes,4I96X@91061|Bacilli,2713T@186822|Paenibacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PDENDC454_04129	558169.AGAV01000011_gene3398	7.56e-67	205.0	2CVNK@1|root,32SXX@2|Bacteria,1VE31@1239|Firmicutes,4HM3T@91061|Bacilli	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PDENDC454_04144	1196323.ALKF01000187_gene5779	0.0	875.0	COG1053@1|root,COG1053@2|Bacteria,1TPAR@1239|Firmicutes,4ISAE@91061|Bacilli,26T5P@186822|Paenibacillaceae	91061|Bacilli	C	Reduces fumarate to succinate in anaerobic bacterial respiration	XK27_01815	-	1.3.5.1,1.3.5.4	ko:K00239,ko:K00244	ko00020,ko00190,ko00620,ko00650,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko02020,ko05134,map00020,map00190,map00620,map00650,map00720,map01100,map01110,map01120,map01130,map01200,map02020,map05134	M00009,M00011,M00149,M00150,M00173,M00374,M00376	R02164	RC00045	ko00000,ko00001,ko00002,ko01000	-	-	-	FAD_binding_2,Succ_DH_flav_C
PDENDC454_03210	1196323.ALKF01000179_gene1610	1.31e-248	684.0	COG3842@1|root,COG3842@2|Bacteria,1TP2M@1239|Firmicutes,4HAMQ@91061|Bacilli,26SA4@186822|Paenibacillaceae	91061|Bacilli	E	ATPases associated with a variety of cellular activities	-	-	-	ko:K10112	ko02010,map02010	M00194,M00196,M00197,M00200,M00201,M00206,M00207,M00491,M00602,M00605,M00606	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.1	-	-	ABC_tran,TOBE_2
PDENDC454_03215	1196323.ALKF01000179_gene1609	0.0	1603.0	COG1653@1|root,COG1653@2|Bacteria,1UYEE@1239|Firmicutes,4HFHT@91061|Bacilli,26QQ3@186822|Paenibacillaceae	91061|Bacilli	G	ABC transporter substrate-binding protein	-	-	-	-	-	-	-	-	-	-	-	-	SBP_bac_1,SBP_bac_8
PDENDC454_03220	1196323.ALKF01000179_gene1608	2.86e-212	589.0	COG1175@1|root,COG1175@2|Bacteria,1TR0M@1239|Firmicutes,4HC8B@91061|Bacilli,26TEK@186822|Paenibacillaceae	91061|Bacilli	G	ABC transporter permease	-	-	-	-	-	-	-	-	-	-	-	-	BPD_transp_1
PDENDC454_03225	1196323.ALKF01000179_gene1607	1.84e-190	531.0	COG0395@1|root,COG0395@2|Bacteria,1TRS1@1239|Firmicutes,4HFCC@91061|Bacilli,26U82@186822|Paenibacillaceae	91061|Bacilli	G	ABC transporter permease	-	-	-	-	-	-	-	-	-	-	-	-	BPD_transp_1
PDENDC454_03230	1196323.ALKF01000179_gene1606	0.0	1113.0	COG3391@1|root,COG3391@2|Bacteria,1U3IC@1239|Firmicutes,4HU4U@91061|Bacilli,26TMZ@186822|Paenibacillaceae	91061|Bacilli	S	NHL repeat containing protein	-	-	-	-	-	-	-	-	-	-	-	-	NHL,Yip1
PDENDC454_03235	1196323.ALKF01000179_gene1605	0.0	1203.0	COG3420@1|root,COG3420@2|Bacteria,1V1KK@1239|Firmicutes,4HWN8@91061|Bacilli,276VJ@186822|Paenibacillaceae	91061|Bacilli	P	alginic acid biosynthetic process	-	-	-	-	-	-	-	-	-	-	-	-	-
PDENDC454_03240	1196323.ALKF01000179_gene1604	1.86e-187	523.0	COG1175@1|root,COG1175@2|Bacteria,1TSMJ@1239|Firmicutes,4HVMU@91061|Bacilli,276T5@186822|Paenibacillaceae	91061|Bacilli	G	Binding-protein-dependent transport system inner membrane component	-	-	-	-	-	-	-	-	-	-	-	-	BPD_transp_1
PDENDC454_03245	1196323.ALKF01000179_gene1603	4.3e-210	583.0	COG0395@1|root,COG0395@2|Bacteria,1V20I@1239|Firmicutes,4IQNR@91061|Bacilli,276GA@186822|Paenibacillaceae	91061|Bacilli	G	Binding-protein-dependent transport system inner membrane component	-	-	-	-	-	-	-	-	-	-	-	-	BPD_transp_1
PDENDC454_03250	1196323.ALKF01000179_gene1602	0.0	1160.0	COG3979@1|root,COG3979@2|Bacteria,1VBVP@1239|Firmicutes,4ISPI@91061|Bacilli,26ZZP@186822|Paenibacillaceae	91061|Bacilli	G	Peptidase M60-like family	-	-	-	-	-	-	-	-	-	-	-	-	F5_F8_type_C,M60-like_N,NPCBM,Peptidase_M60
PDENDC454_03255	1196323.ALKF01000179_gene1601	8.24e-254	704.0	COG1653@1|root,COG1653@2|Bacteria,1TYYP@1239|Firmicutes,4I851@91061|Bacilli,26YX7@186822|Paenibacillaceae	91061|Bacilli	G	Bacterial extracellular solute-binding protein	-	-	-	-	-	-	-	-	-	-	-	-	SBP_bac_8
PDENDC454_03260	1122927.KB895437_gene4304	1.17e-94	300.0	COG1653@1|root,COG1653@2|Bacteria,1TYYP@1239|Firmicutes,4I851@91061|Bacilli,26YX7@186822|Paenibacillaceae	91061|Bacilli	G	Bacterial extracellular solute-binding protein	-	-	-	-	-	-	-	-	-	-	-	-	SBP_bac_8
PDENDC454_03265	1196323.ALKF01000179_gene1592	6.62e-77	238.0	28WJV@1|root,2ZIJV@2|Bacteria,1VM0P@1239|Firmicutes,4I097@91061|Bacilli,270FW@186822|Paenibacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PDENDC454_03270	1196323.ALKF01000179_gene1591	2.81e-201	570.0	COG5002@1|root,COG5002@2|Bacteria,1TQ1H@1239|Firmicutes,4HFQM@91061|Bacilli,26QG2@186822|Paenibacillaceae	91061|Bacilli	T	Histidine kinase	-	-	-	-	-	-	-	-	-	-	-	-	HAMP,HATPase_c,HisKA
PDENDC454_03275	1196323.ALKF01000179_gene1590	2e-145	412.0	COG0745@1|root,COG0745@2|Bacteria,1U3FH@1239|Firmicutes,4HF9S@91061|Bacilli,26U6I@186822|Paenibacillaceae	91061|Bacilli	T	Transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	Response_reg,Trans_reg_C
PDENDC454_03280	1196323.ALKF01000179_gene1589	3.82e-211	588.0	COG0709@1|root,COG0709@2|Bacteria,1TQCJ@1239|Firmicutes,4HB6P@91061|Bacilli,26UJA@186822|Paenibacillaceae	91061|Bacilli	E	Synthesizes selenophosphate from selenide and ATP	selD	-	2.7.9.3	ko:K01008	ko00450,ko01100,map00450,map01100	-	R03595	RC00002,RC02878	ko00000,ko00001,ko01000,ko03016	-	-	-	AIRS,AIRS_C
PDENDC454_03285	1196323.ALKF01000179_gene1588	2.04e-52	168.0	COG3118@1|root,COG3118@2|Bacteria	2|Bacteria	O	belongs to the thioredoxin family	ytxJ	-	-	ko:K20541,ko:K20543	-	-	-	-	ko00000,ko02000	1.B.55.3,4.D.3.1.6	-	-	DUF2847
PDENDC454_03290	1196323.ALKF01000179_gene1587	1.24e-60	188.0	2CDF4@1|root,335DS@2|Bacteria,1VGK7@1239|Firmicutes,4IC4U@91061|Bacilli,26YT0@186822|Paenibacillaceae	91061|Bacilli	S	Protein of unknown function (DUF1360)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1360
PDENDC454_03295	1196323.ALKF01000179_gene1586	4.71e-180	507.0	COG4641@1|root,COG4641@2|Bacteria,1TQNB@1239|Firmicutes,4HBH5@91061|Bacilli,26WJM@186822|Paenibacillaceae	91061|Bacilli	S	DUF based on E. rectale Gene description (DUF3880)	cgeB	-	-	ko:K06320	-	-	-	-	ko00000	-	-	-	DUF3880,Glyco_trans_1_2
PDENDC454_03300	1196323.ALKF01000179_gene1585	4.57e-78	236.0	28MH6@1|root,2Z946@2|Bacteria,1UZ43@1239|Firmicutes,4HDDI@91061|Bacilli,274BG@186822|Paenibacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PDENDC454_03305	1196323.ALKF01000179_gene1584	3.03e-85	273.0	29J17@1|root,305YM@2|Bacteria,1TYWZ@1239|Firmicutes,4I82Z@91061|Bacilli,26YQ9@186822|Paenibacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PDENDC454_03310	1196323.ALKF01000179_gene1583	8.78e-60	212.0	29JE0@1|root,306BG@2|Bacteria,1TZHK@1239|Firmicutes,4I8SA@91061|Bacilli,270EG@186822|Paenibacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PDENDC454_03315	1196323.ALKF01000179_gene1582	3.66e-55	176.0	COG1310@1|root,COG1310@2|Bacteria,1V6TY@1239|Firmicutes,4HNFX@91061|Bacilli,26ZJV@186822|Paenibacillaceae	91061|Bacilli	S	JAB/MPN domain	-	-	3.13.1.6	ko:K21140	ko04122,map04122	-	R11524	RC00064,RC00090	ko00000,ko00001,ko01000	-	-	-	Prok-JAB
PDENDC454_03320	1122927.KB895435_gene498	4.28e-13	73.2	2FH42@1|root,348YQ@2|Bacteria,1W0P5@1239|Firmicutes,4HYFU@91061|Bacilli,26WYW@186822|Paenibacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PDENDC454_03325	1196323.ALKF01000179_gene1580	2.36e-116	337.0	2FH42@1|root,348YQ@2|Bacteria,1W0P5@1239|Firmicutes,4HYFU@91061|Bacilli,26WYW@186822|Paenibacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PDENDC454_03330	1196323.ALKF01000179_gene1576	1.54e-115	336.0	COG4122@1|root,COG4122@2|Bacteria,1VV5K@1239|Firmicutes,4HVG8@91061|Bacilli,26XXM@186822|Paenibacillaceae	91061|Bacilli	S	Methyltransferase domain	-	-	-	-	-	-	-	-	-	-	-	-	Methyltransf_24
PDENDC454_03335	1117108.PAALTS15_24450	5.21e-101	295.0	COG0110@1|root,COG0110@2|Bacteria,1TPKX@1239|Firmicutes,4HEHH@91061|Bacilli,26SXG@186822|Paenibacillaceae	91061|Bacilli	S	Acetyltransferase	-	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008374,GO:0016740,GO:0016746,GO:0016747,GO:0044424,GO:0044444,GO:0044464	2.3.1.79	ko:K00661,ko:K18234	-	-	-	-	ko00000,ko01000,ko01504	-	-	-	Hexapep
PDENDC454_03340	1117108.PAALTS15_24445	1.74e-107	312.0	COG0500@1|root,COG2226@2|Bacteria,1VQC0@1239|Firmicutes,4HVNH@91061|Bacilli,26XMY@186822|Paenibacillaceae	91061|Bacilli	Q	Methyltransferase domain	-	-	-	-	-	-	-	-	-	-	-	-	Methyltransf_11
PDENDC454_03345	1196323.ALKF01000179_gene1574	2.76e-50	165.0	2BVKZ@1|root,32QXU@2|Bacteria,1V93P@1239|Firmicutes,4HJKD@91061|Bacilli,26ZRY@186822|Paenibacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PDENDC454_03350	1196323.ALKF01000179_gene1573	1.9e-62	218.0	2BXZH@1|root,303TB@2|Bacteria,1TV6S@1239|Firmicutes,4I8EI@91061|Bacilli,26ZQR@186822|Paenibacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PDENDC454_03355	1196323.ALKF01000179_gene1572	0.0	1139.0	COG0438@1|root,COG1216@1|root,COG0438@2|Bacteria,COG1216@2|Bacteria,1UMR3@1239|Firmicutes,4IU2V@91061|Bacilli,26TGM@186822|Paenibacillaceae	91061|Bacilli	M	Glycosyl transferases group 1	-	-	-	-	-	-	-	-	-	-	-	-	DUF4214,Glycos_transf_1,Glycos_transf_2
PDENDC454_03360	1196323.ALKF01000179_gene1571	2.5e-127	365.0	29IKK@1|root,305HU@2|Bacteria,1TY8C@1239|Firmicutes,4I7BR@91061|Bacilli,26WC6@186822|Paenibacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PDENDC454_03365	1196323.ALKF01000179_gene1570	1.85e-110	322.0	29450@1|root,2ZRJJ@2|Bacteria,1V5DU@1239|Firmicutes,4HICQ@91061|Bacilli,26SX9@186822|Paenibacillaceae	91061|Bacilli	S	Putative papain-like cysteine peptidase (DUF1796)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1796
PDENDC454_03370	1196323.ALKF01000179_gene1562	4.47e-206	575.0	COG0438@1|root,COG0438@2|Bacteria,1U9H8@1239|Firmicutes,4HEQM@91061|Bacilli,26SBY@186822|Paenibacillaceae	91061|Bacilli	M	Glycosyl transferases group 1	-	-	-	-	-	-	-	-	-	-	-	-	Glycos_transf_1
PDENDC454_03375	1196323.ALKF01000179_gene1561	1.31e-128	371.0	COG1216@1|root,COG1216@2|Bacteria,1UYRR@1239|Firmicutes,4HEJ1@91061|Bacilli,26TD7@186822|Paenibacillaceae	91061|Bacilli	S	glycosyl transferase family 2	-	-	-	ko:K07011	-	-	-	-	ko00000	-	-	-	Glyco_tranf_2_3,Glycos_transf_2
PDENDC454_03380	1196323.ALKF01000179_gene1560	5.04e-192	541.0	COG0438@1|root,COG0438@2|Bacteria,1UMR3@1239|Firmicutes,4HDH9@91061|Bacilli,26SQR@186822|Paenibacillaceae	91061|Bacilli	M	glycosyl transferase family	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_trans_1_4,Glycos_transf_1,TPR_8
PDENDC454_03385	1117108.PAALTS15_24410	6.88e-162	464.0	COG0836@1|root,COG0836@2|Bacteria,1TPC9@1239|Firmicutes,4HDJT@91061|Bacilli,26V7R@186822|Paenibacillaceae	91061|Bacilli	M	Mannose-1-phosphate guanylyltransferase	-	-	2.7.7.13	ko:K00971	ko00051,ko00520,ko01100,ko01110,map00051,map00520,map01100,map01110	M00114,M00361,M00362	R00885	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	MannoseP_isomer,NTP_transferase
PDENDC454_03390	1196323.ALKF01000179_gene1558	2.39e-159	456.0	COG2603@1|root,COG2603@2|Bacteria,1TQ8T@1239|Firmicutes,4HBX4@91061|Bacilli,26UGA@186822|Paenibacillaceae	91061|Bacilli	S	tRNA 2-selenouridine synthase	selU	-	-	ko:K06917	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	Rhodanese
PDENDC454_03395	1117108.PAALTS15_24365	1.25e-242	668.0	COG0473@1|root,COG0473@2|Bacteria,1TPEM@1239|Firmicutes,4HATP@91061|Bacilli,26T25@186822|Paenibacillaceae	91061|Bacilli	CE	Catalyzes the oxidation of 3-carboxy-2-hydroxy-4- methylpentanoate (3-isopropylmalate) to 3-carboxy-4-methyl-2- oxopentanoate. The product decarboxylates to 4-methyl-2 oxopentanoate	leuB	GO:0003674,GO:0003824,GO:0003862,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006551,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009081,GO:0009082,GO:0009098,GO:0009987,GO:0016053,GO:0016491,GO:0016614,GO:0016616,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0055114,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	1.1.1.85	ko:K00052	ko00290,ko00660,ko01100,ko01110,ko01210,ko01230,map00290,map00660,map01100,map01110,map01210,map01230	M00432,M00535	R00994,R04426,R10052	RC00084,RC00417,RC03036	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	Iso_dh
PDENDC454_03400	1196323.ALKF01000163_gene4915	8.61e-114	335.0	COG1524@1|root,COG1524@2|Bacteria,1UY6W@1239|Firmicutes,4HDR4@91061|Bacilli,26V81@186822|Paenibacillaceae	91061|Bacilli	S	Type I phosphodiesterase / nucleotide pyrophosphatase	-	-	-	-	-	-	-	-	-	-	-	-	Phosphodiest
PDENDC454_03405	1196031.ALEG01000003_gene3296	6.03e-50	165.0	COG2318@1|root,COG2318@2|Bacteria,1VXC8@1239|Firmicutes,4HWVP@91061|Bacilli,1ZH7I@1386|Bacillus	91061|Bacilli	S	Protein of unknown function (DUF664)	ykkA	-	-	-	-	-	-	-	-	-	-	-	DUF664,DinB_2
PDENDC454_03410	1196323.ALKF01000179_gene1557	2.66e-203	570.0	COG0438@1|root,COG0438@2|Bacteria,1UMR3@1239|Firmicutes,4HDH9@91061|Bacilli,26SQR@186822|Paenibacillaceae	91061|Bacilli	M	glycosyl transferase family	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_trans_1_4,Glycos_transf_1
PDENDC454_03415	1196323.ALKF01000179_gene1556	3.07e-208	583.0	COG0438@1|root,COG0438@2|Bacteria,1VE1G@1239|Firmicutes,4I6VK@91061|Bacilli,26V6S@186822|Paenibacillaceae	91061|Bacilli	M	Glycosyl transferases group 1	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_transf_4,Glycos_transf_1
PDENDC454_03420	1196323.ALKF01000179_gene1555	5.38e-235	666.0	COG0438@1|root,COG0438@2|Bacteria,1VIGH@1239|Firmicutes,4I6E7@91061|Bacilli,26S74@186822|Paenibacillaceae	91061|Bacilli	M	Domain of unknown function (DUF4214)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4214,Glycos_transf_1
PDENDC454_03425	1117108.PAALTS15_24385	9.16e-209	583.0	COG0399@1|root,COG0399@2|Bacteria,1TPDH@1239|Firmicutes,4HBZ8@91061|Bacilli,26S6H@186822|Paenibacillaceae	91061|Bacilli	E	Belongs to the DegT DnrJ EryC1 family	-	-	2.6.1.102	ko:K13010	ko00520,map00520	-	R10460	RC00006,RC00781	ko00000,ko00001,ko01000,ko01005,ko01007	-	-	-	DegT_DnrJ_EryC1
