,,,,20XA,,20XB,,20XD,,20VB,,20VC,,20VD,,44XC,,44XD,,44XE,,44VA,,44VC,,44VE,,,
AHKH01000008.1,103231,103929,698,73974,105.9799427,57573,82.48280802,53283,76.33667622,29815,42.71489971,83867,120.1532951,50997,73.06160458,48338,69.252149,60276,86.35530086,66462,95.21776504,54110,77.52148997,37747,54.07879656,37525,53.76074499,PDENDC454_04931,"""unassigned_transcript_4725""; db_xref ""NCBI_GP:EHQ63464.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04931""; note ""COG0745 Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain""; product ""alkaline phosphatase synthesis transcriptional regulatory protein phoP""; protein_id ""EHQ63464.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,103959,105350,1391,154364,110.9734004,133401,95.90294752,113708,81.74550683,66815,48.03378864,161725,116.2652768,101480,72.95470884,90132,64.79654925,118016,84.84255931,159067,114.3544213,112061,80.56146657,115246,82.8511862,89723,64.50251618,PDENDC454_04936,"""unassigned_transcript_4726""; db_xref ""NCBI_GP:EHQ63465.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04936""; note ""COG0642 Signal transduction histidine kinase""; product ""integral membrane sensor signal transduction histidine kinase""; protein_id ""EHQ63465.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,105602,107458,1856,112210,60.45797414,82449,44.42295259,96267,51.86799569,61866,33.33297414,130887,70.52101293,84767,45.671875,48863,26.32704741,57443,30.94989224,100653,54.23114224,72588,39.10991379,43683,23.53609914,47479,25.58135776,PDENDC454_04941,"""unassigned_transcript_4727""; db_xref ""NCBI_GP:EHQ63466.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04941""; note ""COG0840 Methyl-accepting chemotaxis protein""; product ""signal transduction histidine kinase, nitrogen specific, NtrB""; protein_id ""EHQ63466.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,107979,108755,776,163977,211.310567,139938,180.3324742,110463,142.3492268,126615,163.1636598,254266,327.6623711,139952,180.3505155,90194,116.2293814,72796,93.80927835,117178,151.0025773,100850,129.9613402,50678,65.30670103,52719,67.93685567,PDENDC454_04946,"""unassigned_transcript_4728""; db_xref ""NCBI_GP:EHQ63467.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04946""; note ""COG0834 ABC-type amino acid transport/signal transduction systems, periplasmic component/domain""; product ""extracellular solute-binding protein""; protein_id ""EHQ63467.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,108869,109513,644,20406,31.6863354,23272,36.13664596,13367,20.75621118,10462,16.24534161,25525,39.63509317,13945,21.65372671,9672,15.01863354,6545,10.16304348,10546,16.3757764,8558,13.28881988,2511,3.899068323,7773,12.06987578,PDENDC454_04951,"""unassigned_transcript_4729""; db_xref ""NCBI_GP:EHQ63468.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04951""; note ""COG0765 ABC-type amino acid transport system, permease component""; product ""polar amino acid ABC transporter inner membrane subunit""; protein_id ""EHQ63468.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,109500,110219,719,25557,35.54520167,31278,43.50208623,15211,21.15577191,28739,39.97079277,50426,70.13351878,29619,41.19471488,15035,20.91098748,12845,17.8650904,12241,17.02503477,14265,19.84005563,8253,11.47844228,13679,19.02503477,PDENDC454_04956,"""unassigned_transcript_4730""; db_xref ""NCBI_GP:EHQ63469.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04956""; note ""COG1126 ABC-type polar amino acid transport system, ATPase component""; product ""ABC transporter-like protein""; protein_id ""EHQ63469.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,111234,111989,755,9778,12.95099338,10403,13.77880795,11075,14.66887417,9150,12.1192053,10117,13.4,6263,8.295364238,3749,4.965562914,9059,11.9986755,6001,7.948344371,7821,10.3589404,4360,5.774834437,7962,10.54569536,PDENDC454_04961,"""unassigned_transcript_4731""; db_xref ""NCBI_GP:EHQ63470.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04961""; note ""COG1388 FOG: LysM repeat""; product ""3D domain-containing protein""; protein_id ""EHQ63470.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,112057,113157,1100,882,0.801818182,28,0.025454545,711,0.646363636,585,0.531818182,114,0.103636364,690,0.627272727,7158,6.507272727,5895,5.359090909,8680,7.890909091,6273,5.702727273,988,0.898181818,4996,4.541818182,PDENDC454_04966,"""unassigned_transcript_4732""; db_xref ""NCBI_GP:EHQ63471.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04966""; note ""COG0726 Predicted xylanase/chitin deacetylase""; product ""polysaccharide deacetylase""; protein_id ""EHQ63471.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,113303,114001,698,2251,3.224928367,1616,2.315186246,2356,3.375358166,3349,4.797994269,3242,4.64469914,2876,4.12034384,605,0.866762178,2657,3.806590258,1315,1.883954155,1727,2.474212034,2052,2.93982808,5984,8.573065903,PDENDC454_04971,"""unassigned_transcript_4733""; db_xref ""NCBI_GP:EHQ63472.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04971""; note ""COG0543 2-polyprenylphenol hydroxylase and related flavodoxin oxidoreductases""; product ""dihydroorotate dehydrogenase, electron transfer subunit""; protein_id ""EHQ63472.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,113985,114917,932,2056,2.206008584,3136,3.364806867,4063,4.35944206,5088,5.459227468,7729,8.292918455,3423,3.672746781,3012,3.231759657,2582,2.770386266,2859,3.067596567,3721,3.99248927,5083,5.453862661,7759,8.325107296,PDENDC454_04976,"""unassigned_transcript_4734""; db_xref ""NCBI_GP:EHQ63473.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04976""; note ""COG0167 Dihydroorotate dehydrogenase""; product ""dihydroorotate dehydrogenase 1B""; protein_id ""EHQ63473.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,114917,115267,350,3242,9.262857143,2303,6.58,2842,8.12,3729,10.65428571,5353,15.29428571,4564,13.04,2075,5.928571429,679,1.94,1258,3.594285714,2107,6.02,2630,7.514285714,2848,8.137142857,PDENDC454_04981,"""unassigned_transcript_4735""; db_xref ""NCBI_GP:EHQ63474.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04981""; product ""hypothetical protein""; protein_id ""EHQ63474.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,115506,116177,671,1808197,2694.779434,1178866,1756.879285,1318163,1964.47541,793742,1182.923994,1575005,2347.250373,1091715,1626.997019,954783,1422.925484,930277,1386.403875,2042290,3043.651267,1352990,2016.378539,697430,1039.388972,515029,767.5543964,PDENDC454_04986,"""unassigned_transcript_4736""; db_xref ""NCBI_GP:EHQ63475.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04986""; note ""COG1842 Phage shock protein A (IM30), suppresses sigma54-dependent transcription""; product ""phage shock protein A""; protein_id ""EHQ63475.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,116272,116673,401,234016,583.5810474,167722,418.2593516,193478,482.4887781,99387,247.8478803,257055,641.0349127,179093,446.6159601,147858,368.723192,165260,412.1197007,293038,730.7680798,178144,444.2493766,97985,244.3516209,78183,194.9700748,PDENDC454_04991,"""unassigned_transcript_4737""; db_xref ""NCBI_GP:EHQ63476.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04991""; product ""hypothetical protein""; protein_id ""EHQ63476.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,116708,117211,503,298421,593.2823062,167928,333.8528827,199872,397.359841,119586,237.7455268,281994,560.6242545,191889,381.4890656,168382,334.7554672,183618,365.0457256,343396,682.695825,232776,462.7753479,123024,244.5805169,92889,184.6699801,PDENDC454_04996,"""unassigned_transcript_4738""; db_xref ""NCBI_GP:EHQ63477.1""; gbkey ""CDS""; locus_tag ""PDENDC454_04996""; product ""group-specific protein""; protein_id ""EHQ63477.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,117226,117972,746,605599,811.7949062,386561,518.1782842,408185,547.1648794,284793,381.7600536,640407,858.4544236,471211,631.650134,340785,456.8163539,364816,489.0294906,696702,933.9168901,473010,634.0616622,232462,311.6112601,210469,282.1300268,PDENDC454_05001,"""unassigned_transcript_4739""; db_xref ""NCBI_GP:EHQ63478.1""; gbkey ""CDS""; locus_tag ""PDENDC454_05001""; product ""hypothetical protein""; protein_id ""EHQ63478.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,118050,119132,1082,85230,78.77079482,79064,73.07208872,95439,88.20609982,46079,42.58687616,113157,104.5813309,79511,73.48521257,63314,58.51571165,71080,65.69316081,102229,94.48151571,77832,71.93345656,52998,48.98151571,58971,54.50184843,PDENDC454_05006,"""unassigned_transcript_4740""; db_xref ""NCBI_GP:EHQ63479.1""; gbkey ""CDS""; gene ""xerS""; locus_tag ""PDENDC454_05006""; note ""COG0582 Integrase""; product ""site-specific tyrosine recombinase XerS""; protein_id ""EHQ63479.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,119324,120685,1361,68570,50.38207201,68352,50.22189566,66091,48.56061719,37437,27.50698016,84459,62.05657605,55991,41.13960323,38004,27.9235856,36755,27.00587803,47520,34.91550331,39640,29.12564291,27682,20.33945628,40251,29.57457752,PDENDC454_05011,"""unassigned_transcript_4741""; db_xref ""NCBI_GP:EHQ63480.1""; gbkey ""CDS""; locus_tag ""PDENDC454_05011""; note ""COG0534 Na+-driven multidrug efflux pump""; product ""multidrug efflux protein""; protein_id ""EHQ63480.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,120751,121914,1163,61744,53.09028375,64181,55.18572657,50644,43.54600172,32980,28.35769561,64618,55.56147893,55591,47.79965606,31072,26.71711092,36122,31.05932932,37584,32.31642304,26190,22.51934652,35710,30.70507309,46273,39.78761823,PDENDC454_05016,"""unassigned_transcript_4742""; db_xref ""NCBI_GP:EHQ63481.1""; gbkey ""CDS""; locus_tag ""PDENDC454_05016""; note ""COG1168 Bifunctional PLP-dependent enzyme with beta-cystathionase and maltose regulon repressor activities""; product ""Cystathionine beta-lyase""; protein_id ""EHQ63481.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,122035,122466,431,4612,10.70069606,10121,23.48259861,7662,17.77726218,4852,11.2575406,9651,22.39211137,7851,18.21577726,4050,9.39675174,6913,16.03944316,7286,16.90487239,4993,11.58468677,5106,11.84686775,6498,15.07656613,PDENDC454_05021,"""unassigned_transcript_4743""; db_xref ""NCBI_GP:EHQ63482.1""; gbkey ""CDS""; locus_tag ""PDENDC454_05021""; product ""hypothetical protein""; protein_id ""EHQ63482.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,122490,123206,716,9892,13.81564246,14687,20.51256983,11287,15.76396648,6779,9.467877095,13792,19.26256983,8912,12.44692737,6899,9.63547486,9323,13.02094972,11176,15.60893855,8134,11.3603352,7940,11.08938547,6893,9.627094972,PDENDC454_05026,"""unassigned_transcript_4744""; db_xref ""NCBI_GP:EHQ63483.1""; gbkey ""CDS""; locus_tag ""PDENDC454_05026""; note ""COG1357 Uncharacterized low-complexity proteins""; product ""pentapeptide repeat-containing protein""; protein_id ""EHQ63483.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,123228,123554,326,556,1.705521472,1291,3.960122699,107,0.328220859,155,0.475460123,841,2.579754601,526,1.613496933,429,1.31595092,594,1.82208589,691,2.119631902,689,2.113496933,99,0.303680982,309,0.947852761,PDENDC454_05031,"""unassigned_transcript_4745""; db_xref ""NCBI_GP:EHQ63484.1""; gbkey ""CDS""; locus_tag ""PDENDC454_05031""; note ""COG1695 Predicted transcriptional regulators""; product ""PadR-like family transcriptional regulator""; protein_id ""EHQ63484.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,123947,124843,896,1376,1.535714286,1577,1.760044643,2568,2.866071429,3027,3.378348214,4051,4.521205357,1500,1.674107143,3806,4.247767857,2309,2.577008929,394,0.439732143,3643,4.065848214,1078,1.203125,3889,4.340401786,PDENDC454_05036,"""unassigned_transcript_4746""; db_xref ""NCBI_GP:EHQ63485.1""; gbkey ""CDS""; locus_tag ""PDENDC454_05036""; note ""COG1023 Predicted 6-phosphogluconate dehydrogenase""; product ""6-phosphogluconate dehydrogenase""; protein_id ""EHQ63485.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,124963,125634,671,12273,18.29061103,11199,16.6900149,10038,14.95976155,5777,8.609538003,9902,14.75707899,7245,10.79731744,6921,10.31445604,7996,11.91654247,9430,14.05365127,7960,11.86289121,4941,7.363636364,5633,8.394932936,PDENDC454_05041,"""unassigned_transcript_4747""; db_xref ""NCBI_GP:EHQ63486.1""; gbkey ""CDS""; locus_tag ""PDENDC454_05041""; note ""COG1802 Transcriptional regulators""; product ""GntR family transcriptional regulator""; protein_id ""EHQ63486.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,125753,127111,1358,2357,1.735640648,2366,1.742268041,2434,1.792341679,3444,2.536082474,5817,4.283505155,4483,3.301178203,2164,1.593519882,3712,2.733431517,6933,5.105301915,3343,2.461708395,1473,1.084683358,4589,3.379234168,PDENDC454_05046,"""unassigned_transcript_4748""; db_xref ""NCBI_GP:EHQ63487.1""; gbkey ""CDS""; locus_tag ""PDENDC454_05046""; note ""COG2610 H+/gluconate symporter and related permeases""; product ""gluconate transporter""; protein_id ""EHQ63487.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,127149,128693,1544,17748,11.49481865,14372,9.308290155,13030,8.439119171,10997,7.122409326,16889,10.9384715,11523,7.463082902,11948,7.738341969,12676,8.20984456,8961,5.803756477,10385,6.726036269,6287,4.071891192,10955,7.095207254,PDENDC454_05051,"""unassigned_transcript_4749""; db_xref ""NCBI_GP:EHQ63488.1""; gbkey ""CDS""; locus_tag ""PDENDC454_05051""; note ""COG1070 Sugar (pentulose and hexulose) kinases""; product ""gluconate kinase""; protein_id ""EHQ63488.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,129405,129914,509,132523,260.3595285,63189,124.1434185,117980,231.7878193,36299,71.31434185,92073,180.8899804,71455,140.3831041,107394,210.9901768,97680,191.9056974,194007,381.1532417,132385,260.0884086,63825,125.3929273,36352,71.41846758,PDENDC454_05056,"""unassigned_transcript_4750""; db_xref ""NCBI_GP:EHQ63489.1""; gbkey ""CDS""; locus_tag ""PDENDC454_05056""; note ""COG0537 Diadenosine tetraphosphate (Ap4A) hydrolase and other HIT family hydrolases""; product ""HIT family hydrolase""; protein_id ""EHQ63489.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,129904,130074,170,12252,72.07058824,10385,61.08823529,12955,76.20588235,4934,29.02352941,10540,62,8139,47.87647059,8398,49.4,12017,70.68823529,22779,133.9941176,12468,73.34117647,7306,42.97647059,6437,37.86470588,PDENDC454_05061,"""unassigned_transcript_4751""; db_xref ""NCBI_GP:EHQ63490.1""; gbkey ""CDS""; locus_tag ""PDENDC454_05061""; product ""hypothetical protein""; protein_id ""EHQ63490.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,130108,130518,410,95694,233.4,61989,151.1926829,72138,175.9463415,30214,73.69268293,83615,203.9390244,60539,147.6560976,76711,187.1,85721,209.0756098,158060,385.5121951,104385,254.597561,62414,152.2292683,38457,93.79756098,PDENDC454_05066,"""unassigned_transcript_4752""; db_xref ""NCBI_GP:EHQ63491.1""; gbkey ""CDS""; locus_tag ""PDENDC454_05066""; note ""COG0249 Mismatch repair ATPase (MutS family)""; product ""hypothetical protein""; protein_id ""EHQ63491.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,130582,131172,590,158644,268.8881356,83668,141.8101695,116346,197.1966102,49989,84.72711864,134751,228.3915254,103579,175.5576271,132588,224.7254237,140667,238.4186441,273399,463.3881356,158446,268.5525424,104669,177.4050847,78213,132.5644068,PDENDC454_05071,"""unassigned_transcript_4753""; db_xref ""NCBI_GP:EHQ63492.1""; gbkey ""CDS""; locus_tag ""PDENDC454_05071""; note ""COG0558 Phosphatidylglycerophosphate synthase""; product ""CDP-diacylglycerol/glycerol-3-phosphate 3-phosphatidyltransferase""; protein_id ""EHQ63492.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,131265,131771,506,134942,266.6837945,87018,171.972332,131303,259.4920949,53622,105.972332,132087,261.041502,117929,233.0612648,115109,227.4881423,124443,245.9347826,248958,492.0118577,142740,282.0948617,109909,217.2114625,78114,154.3754941,PDENDC454_05076,"""unassigned_transcript_4754""; db_xref ""NCBI_GP:EHQ63493.1""; gbkey ""CDS""; locus_tag ""PDENDC454_05076""; note ""COG0245 2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase""; product ""hypothetical protein""; protein_id ""EHQ63493.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,131859,132524,665,112939,169.8330827,69269,104.1639098,107189,161.1864662,48421,72.81353383,107219,161.2315789,94827,142.5969925,72970,109.7293233,86773,130.4857143,193660,291.2180451,96885,145.6917293,62574,94.0962406,58319,87.69774436,PDENDC454_05081,"""unassigned_transcript_4755""; db_xref ""NCBI_GP:EHQ63494.1""; gbkey ""CDS""; locus_tag ""PDENDC454_05081""; note ""COG3595 Uncharacterized conserved protein""; product ""hypothetical protein""; protein_id ""EHQ63494.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,132677,133687,1010,172097,170.3930693,142414,141.0039604,182993,181.1811881,84310,83.47524752,176212,174.4673267,138965,137.5891089,93066,92.14455446,110119,109.0287129,169518,167.839604,113740,112.6138614,95021,94.08019802,92130,91.21782178,PDENDC454_05086,"""unassigned_transcript_4756""; db_xref ""NCBI_GP:EHQ63495.1""; gbkey ""CDS""; locus_tag ""PDENDC454_05086""; note ""COG1619 Uncharacterized proteins, homologs of microcin C7 resistance protein MccF""; product ""peptidase U61 LD-carboxypeptidase A""; protein_id ""EHQ63495.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,133711,134328,617,94696,153.4781199,77642,125.8379254,102711,166.4683955,44059,71.40842788,102149,165.5575365,71623,116.082658,59840,96.98541329,77810,126.1102107,85972,139.3387358,64109,103.904376,70441,114.1669368,63077,102.2317666,PDENDC454_05091,"""unassigned_transcript_4757""; db_xref ""NCBI_GP:EHQ63496.1""; gbkey ""CDS""; locus_tag ""PDENDC454_05091""; note ""COG0281 Malic enzyme""; product ""hypothetical protein""; protein_id ""EHQ63496.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,134370,135746,1376,129570,94.16424419,115413,83.87572674,156370,113.6409884,62951,45.74927326,141362,102.7340116,110241,80.11700581,100570,73.08866279,90999,66.13299419,131622,95.65552326,80876,58.77616279,86788,63.07267442,95024,69.05813953,PDENDC454_05096,"""unassigned_transcript_4758""; db_xref ""NCBI_GP:EHQ63497.1""; gbkey ""CDS""; locus_tag ""PDENDC454_05096""; note ""COG0642 Signal transduction histidine kinase""; product ""histidine kinase""; protein_id ""EHQ63497.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000008.1,135736,136368,632,36953,58.46993671,38354,60.68670886,44195,69.92879747,18373,29.07120253,37683,59.625,29908,47.32278481,17107,27.06803797,23199,36.70727848,41008,64.88607595,19786,31.30696203,21634,34.23101266,23562,37.28164557,PDENDC454_05101,"""unassigned_transcript_4759""; db_xref ""NCBI_GP:EHQ63498.1""; gbkey ""CDS""; locus_tag ""PDENDC454_05101""; note ""COG2197 Response regulator containing a CheY-like receiver domain and an HTH DNA-binding domain""; product ""LuxR family transcriptional regulator""; protein_id ""EHQ63498.1""; transl_table ""11""; exon_number ""1"";"
